"EnrichmentMap::Data Set","EnrichmentMap::Overlap_genes","EnrichmentMap::Overlap_size","EnrichmentMap::similarity_coefficient","interaction","name","selected","shared interaction","shared name"
"GSEAresults","SOS1|CRK|WAS|CBL|RELA|MAPK8|MAPK1|FYN|SH2B2|MAPK3|STAT1|STAT3|PTPN11|MAPK14|TEC|RPS6KB1|PTPN6|ATF2|CRKL|RPS6KA1|MAP2K1|MAP2K2|PRKCB|RPS6|DOK1|DOK3|BTK|RAF1|SHC1|PIK3R2|PIK3R1|FOXO3|INPP5D|PLCG2|EIF4EBP1|LYN|JUN|NFATC2|CDK2|GRB2|GSK3B|GSK3A|GAB2|VAV1","44","0.42362002567394097","Geneset_Overlap","BCR%NETPATH%BCR (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR","false","Geneset_Overlap","BCR%NETPATH%BCR (Geneset_Overlap_GSEAresults) KITRECEPTOR%NETPATH%KITRECEPTOR"
"GSEAresults","BAD|PIK3CA|JUN|HRAS|MAP2K1|FOS|RAF1|MAPK8|GRB2|SOS1|MAPK3|PIK3R1","12","0.45532435740514077","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","MTOR|BAD|SHC1|SRC|PIK3CA|JUN|HRAS|MAP2K1|MAP2K2|PTPN11|RAF1|CDC42|MAPK8|GRB2|SOS1|MAPK1|RAC1|MAPK3|PIK3R1","19","0.3940258751902588","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) PID_MET_PATHWAY%MSIGDB_C2%PID_MET_PATHWAY"
"GSEAresults","STAT3|SHC1|PIK3CA|JUN|HRAS|MAP2K1|FOS|RAF1|MAPK8|GRB2|SOS1|MAPK3|PIK3R1","13","0.45725108225108224","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY"
"GSEAresults","MTOR|SHC1|SRC|HRAS|PTPN11|GRB2|SOS1|MAPK1|RAC1|MAPK3|PIK3R1","11","0.4144736842105263","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP244%HOMO SAPIENS","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) ALPHA 6 BETA 4 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP244%HOMO SAPIENS"
"GSEAresults","SHC1|SRC|PIK3CA|JUN|HRAS|PTPN11|MAPK8|GRB2|SOS1|MAPK1|RAC1|MAPK3|PIK3R1","13","0.38265306122448983","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY"
"GSEAresults","SHC1|JUN|HRAS|MAP2K1|MAP2K2|RAF1|MAPK8|GRB2|SOS1|MAPK1|RAC1|MAPK3","12","0.3885291396854764","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY","false","Geneset_Overlap","ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY"
"GSEAresults","SHC1|PIK3CA|GAB2|IL2RA|SOS1|JAK3|JAK1|IL2RB|PIK3R1|IL2RG","10","0.38513513513513514","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5 (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5 (Geneset_Overlap_GSEAresults) INTERLEUKIN RECEPTOR SHC SIGNALING%REACTOME DATABASE ID RELEASE 75%912526"
"GSEAresults","STAT5B|SHC1|PIK3CA|PTPN11|GAB2|LCK|IL2RA|GRB2|SOS1|JAK3|JAK1|IL2RB|PIK3R1|BCL2|IL2RG","15","0.3764619883040936","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5 (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","BAD|PTPN11|SHC1|RPS6KB1|BCL2L1|PIK3R2|PIK3R1|MAPK3|NCOA1|STAT3|STAT1|MAPK1|GRB2|RAC1|SOS1|GSK3B|SOCS3|MAP2K1|JAK1|MAP2K2","20","0.43123543123543123","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) LEPTIN SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2034%HOMO SAPIENS","false","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) LEPTIN SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2034%HOMO SAPIENS"
"GSEAresults","SHC1|IL6ST|PIK3R1|MAPK3|STAT3|MAPK1|GRB2|SOS1|MAP2K1|IL6R","10","0.41911764705882354","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY","false","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY"
"GSEAresults","BAD|PTPN11|TYK2|VAV1|SHC1|RPS6KB1|HDAC1|IL6ST|PIK3R2|PIK3R1|MAPK3|NCOA1|NLK|STAT3|STAT1|MAPK1|GRB2|RAC1|MAP3K7|SOS1|CREBBP|GSK3B|SOCS3|MAP2K4|MAP2K1|IL6R|JAK1|MAP2K2","28","0.6242424242424243","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6","false","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL6%NETPATH%IL6"
"GSEAresults","BAD|BCL2L1|PIK3R2|PIK3R1|MAPK3|STAT3|STAT1|MAPK1|GSK3B|MAP2K1|JAK1|MAP2K2","12","0.41226215644820297","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS","false","Geneset_Overlap","IL-6 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP364%HOMO SAPIENS (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS"
"GSEAresults","STAT5B|FOS|JUN|PIK3R1|MYC|MAP2K1|MAPK3|PIK3CA|MAPK8|GRB2|SOS1|HRAS|RAF1|STAT1","14","0.5084210526315789","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","MAPK1|STAT5B|IRS1|SHC1|PIK3R1|IL2RG|STAT3|JAK3|JAK1|MAP2K1|FYN|MAPK3|PTK2B|MAP2K2|STAT1","15","0.46759639048400325","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL-7%NETPATH%IL-7","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL-7%NETPATH%IL-7"
"GSEAresults","MAPK1|CISH|STAT5B|MAPK9|MAPK14|STAT3|MYC|JAK1|PTPN11|GAB2|MAP2K1|FYN|MAPK3|PIK3CA|LCK|MAPK8|IL2RA|MAP2K2|STAT1","19","0.4075504075504075","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) THYMIC STROMAL LYMPHOPOIETIN (TSLP) SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2203%HOMO SAPIENS","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) THYMIC STROMAL LYMPHOPOIETIN (TSLP) SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2203%HOMO SAPIENS"
"GSEAresults","FOS|PRKCB|JUN|SHC1|PIK3R1|STAT3|JAK1|MAP2K1|MAPK3|PIK3CA|MAPK8|GRB2|SOS1|HRAS|RAF1|STAT1","16","0.540952380952381","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_EGF_PATHWAY%MSIGDB_C2%BIOCARTA_EGF_PATHWAY"
"GSEAresults","MAPK1|STAM2|CISH|STAT5B|CDK2|IRS1|SOCS3|SYK|JUN|SHC1|MAPK14|PIK3R1|IL2RG|STAT3|JAK3|JAK1|PTPN11|GAB2|MAP2K1|FYN|MAPK3|PIK3CA|LCK|MAPK8|IL2RA|IL2RB|BCL2|GRB2|SOS1|PTK2B|MAP2K2|RAF1|STAT1","33","0.5837719298245614","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","STAT5B|SHC1|PIK3R1|IL2RG|MYC|JAK3|JAK1|PTPN11|GAB2|PIK3CA|LCK|IL2RA|IL2RB|BCL2|GRB2|SOS1","16","0.43915343915343913","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL2 SIGNALING EVENTS MEDIATED BY STAT5%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%IL2 SIGNALING EVENTS MEDIATED BY STAT5"
"GSEAresults","MAPK1|PRKCB|JUN|SHC1|MAPK14|MAP2K1|MAPK3|MAPK8|GRB2|SOS1|PTK2B|MAP2K2|HRAS|RAF1","14","0.4339774557165862","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BIOCARTA_PYK2_PATHWAY%MSIGDB_C2%BIOCARTA_PYK2_PATHWAY"
"GSEAresults","MAPK1|PRKCE|CDK2|FOS|PRKCB|SYK|JUN|SHC1|MAPK9|MAPK14|PIK3R1|STAT3|PTPN11|GAB2|MAP2K1|FYN|MAPK3|LCK|MAPK8|BCL2|GRB2|SOS1|PTK2B|MAP2K2|RAF1|STAT1|MAPKAPK2","27","0.39","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) BCR%NETPATH%BCR"
"GSEAresults","NRAS|MAPK1|KRAS|FOS|JUN|SHC1|MAPK9|PIK3R1|STAT3|PTPN11|MAP2K1|MAPK3|PIK3CA|MAPK8|GRB2|SOS1|MAP2K2|HRAS|RAF1","19","0.41711469534050183","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) ERBB2 ERBB3 SIGNALING EVENTS%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%ERBB2 ERBB3 SIGNALING EVENTS"
"GSEAresults","MAPK1|STAT5B|PIK3R1|IL2RG|STAT3|MYC|JAK3|JAK1|MAP2K1|FYN|MAPK3|IL2RA|PTK2B|MAP2K2|STAT1","15","0.4851398601398601","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS","false","Geneset_Overlap","PID_IL2_1PATHWAY%MSIGDB_C2%PID_IL2_1PATHWAY (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS"
"GSEAresults","PIK3R1|CBL|RELA|MAPK8|EIF4EBP1|MAPK1|FYN|MAPK3|LYN|STAT5B|JUN|BAD|STAT1|STAT3|PTPN11|MAPK14|MTOR|RPS6KB1|GRB2|PTPN6|ATF2|CRKL|JAK3|MAP2K1|MAP2K2|RPS6|GAB2|VAV1|PIK3CA|SOS1|RAF1|CRK|SHC1|PIK3R2","34","0.4373421717171717","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL2%NETPATH%IL2"
"GSEAresults","PIK3R1|MAPK8|MAPK3|JUN|STAT1|STAT3|GRB2|HRAS|MAP2K1|PRKCB|PRKCA|PIK3CA|SOS1|RAF1|SHC1","15","0.4571428571428572","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_PDGF_PATHWAY%MSIGDB_C2%BIOCARTA_PDGF_PATHWAY"
"GSEAresults","PIK3R1|MAPK1|FYN|MAPK3|STAT5B|BAD|STAT1|STAT3|IL7R|GSK3B|JAK3|MAP2K1|MAP2K2|PIK3R2","14","0.40909090909090906","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-7 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP205%HOMO SAPIENS"
"GSEAresults","PIK3R1|CBL|MAPK8|INPP5D|SH2B3|LYN|STAT5B|STAT1|PTPN11|MAPK14|EPOR|TEC|GRB2|PTPN6|CRKL|HRAS|BTK|SOS1|SHC1","19","0.41272865853658536","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) EPO SIGNALING PATHWAY%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%EPO SIGNALING PATHWAY"
"GSEAresults","PIK3R1|MAPK1|MAPK3|LYN|STAT5B|JUN|STAT1|STAT3|PTPN11|RPS6KB1|GRB2|GSK3B|GSK3A|SPRED1|RPS6KA1|MAP2K1|MAP2K2|RPS6|BTK|SOS1|RAF1|SHC1|PIK3R2|CSF2RB","24","0.5174825174825175","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP127%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-5 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP127%HOMO SAPIENS"
"GSEAresults","PIK3R1|CBL|MAPK1|FYN|MAPK3|STAT5B|JUN|STAT1|STAT3|PTPN11|RPS6KB1|GRB2|CRKL|JAK3|HRAS|MAP2K1|MAP2K2|RPS6|GAB2|SOS1|RAF1|SHC1","22","0.4282496782496783","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-2 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP49%HOMO SAPIENS"
"GSEAresults","PIK3R1|MAPK1|MAPK3|STAT3|GRB2|EP300|HRAS|MAP2K1|PIK3CA|SOS1|RAF1|SHC1","12","0.43402225755166934","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_HER2_PATHWAY%MSIGDB_C2%BIOCARTA_HER2_PATHWAY"
"GSEAresults","PIK3R1|MAPK8|MAPK3|STAT5B|JUN|BAD|STAT1|GRB2|CRKL|HRAS|MAP2K1|PIK3CA|SOS1|RAF1","14","0.4630156472261735","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_GLEEVEC_PATHWAY%MSIGDB_C2%BIOCARTA_GLEEVEC_PATHWAY"
"GSEAresults","PIK3R1|CBL|MAPK8|INPP5D|MAPK1|FYN|MAPK3|LYN|STAT5B|JUN|BAD|STAT3|PTPN11|GRB2|PTPN6|CRKL|HRAS|MAP2K1|GAB2|VAV1|SOS1|RAF1|SHC1|SRC|PIK3R2|CSF2RB","26","0.49186991869918695","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) IL-3 SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP286%HOMO SAPIENS"
"GSEAresults","PIK3R1|MAPK8|MAPK3|STAT5B|JUN|STAT1|STAT3|GRB2|HRAS|MAP2K1|PRKCB|PRKCA|PIK3CA|SOS1|RAF1|SHC1","16","0.47030303030303033","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) PDGFR-BETA PATHWAY%WIKIPATHWAYS_20210210%WP3972%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) PDGFR-BETA PATHWAY%WIKIPATHWAYS_20210210%WP3972%HOMO SAPIENS"
"GSEAresults","PIK3R1|MAPK1|MAPK3|STAT5B|GRB2|PTPN6|RPS6KA1|HRAS|MAP2K1|PRKCB|PRKCA|PIK3CA|SOS1|RAF1|SHC1","15","0.5468102734051367","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_GH_PATHWAY%MSIGDB_C2%BIOCARTA_GH_PATHWAY"
"GSEAresults","MAPK8|MAPK1|FYN|MAPK3|STAT1|STAT3|MAPK14|GRB2|HRAS|MAP2K1|MAP2K2|PRKCB|PRKCA|SOS1|RAF1|SHC1","16","0.5321637426900585","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) BIOCARTA_BIOPEPTIDES_PATHWAY%MSIGDB_C2%BIOCARTA_BIOPEPTIDES_PATHWAY"
"GSEAresults","PIK3R1|MAPK8|MAPK1|MAPK3|JUN|PTPN11|GRB2|GRB10|HRAS|PRKCA|DOK1|PIK3CA|SOS1|CRK|SHC1|SRC","16","0.4089581304771178","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) PID_RET_PATHWAY%MSIGDB_C2%PID_RET_PATHWAY"
"GSEAresults","PIK3R1|CBL|MAPK8|SH2B3|SH2B2|MAPK3|LYN|BAD|STAT1|STAT3|PTPN11|EPOR|TEC|RPS6KB1|GRB2|PTPN6|GSK3B|CRKL|SPRED1|GRB10|HRAS|MAP2K1|MAP2K2|MATK|VAV1|DOK1|PIK3CA|KIT|SOS1|RAF1|SHC1","31","0.5031492248062015","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%SIGNALING EVENTS MEDIATED BY STEM CELL FACTOR RECEPTOR (C-KIT)"
"GSEAresults","RELA|MAPK8|EIF4EBP1|MAPK1|FYN|MAPK3|LYN|STAT5B|YES1|STAT1|STAT3|PTPN11|MAPK14|MTOR|TEC|FES|IL7R|MAP2K1|MAP2K2|RPS6|GAB2|PIK3CA|BTK|SRC","24","0.4706657877389585","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) THYMIC STROMAL LYMPHOPOIETIN (TSLP) SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2203%HOMO SAPIENS","false","Geneset_Overlap","KITRECEPTOR%IOB%KITRECEPTOR (Geneset_Overlap_GSEAresults) THYMIC STROMAL LYMPHOPOIETIN (TSLP) SIGNALING PATHWAY%WIKIPATHWAYS_20210210%WP2203%HOMO SAPIENS"
