NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE
GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:1904659	GLUCOSE TRANSMEMBRANE TRANSPORT%GOBP%GO:1904659		15	-0.4515355	-0.9410327	0.5956341	0.8663124	1	3588	"tags=33%, list=28%, signal=46%"
POSITIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045834	POSITIVE REGULATION OF LIPID METABOLIC PROCESS%GOBP%GO:0045834		82	-0.40096578	-0.9410057	0.704	0.86614865	1	4642	"tags=37%, list=36%, signal=57%"
ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097480	ESTABLISHMENT OF SYNAPTIC VESICLE LOCALIZATION%GOBP%GO:0097480		45	-0.412794	-0.9409363	0.6523046	0.8661093	1	5333	"tags=53%, list=42%, signal=92%"
PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY	PID_SYNDECAN_1_PATHWAY%MSIGDB_C2%PID_SYNDECAN_1_PATHWAY		17	-0.44963557	-0.9408835	0.6106557	0.86602736	1	5321	"tags=53%, list=42%, signal=91%"
BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 75%5620922	BBSOME-MEDIATED CARGO-TARGETING TO CILIUM%REACTOME DATABASE ID RELEASE 75%5620922		20	-0.43674597	-0.94065756	0.63866395	0.8664357	1	1504	"tags=15%, list=12%, signal=17%"
5HT4 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04376	5HT4 TYPE RECEPTOR MEDIATED SIGNALING PATHWAY%PANTHER PATHWAY%P04376		18	-0.43772858	-0.9405707	0.60649085	0.8664421	1	5488	"tags=61%, list=43%, signal=107%"
CHOLESTEROL TRANSPORT%GOBP%GO:0030301	CHOLESTEROL TRANSPORT%GOBP%GO:0030301		31	-0.42208079	-0.9404316	0.6565962	0.86661226	1	2283	"tags=19%, list=18%, signal=24%"
LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761	LIMBIC SYSTEM DEVELOPMENT%GOBP%GO:0021761		16	-0.44088092	-0.94025755	0.6018424	0.8668659	1	1827	"tags=25%, list=14%, signal=29%"
CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216	CELLULAR RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0071216		108	-0.39696404	-0.94018865	0.73	0.8668262	1	4192	"tags=31%, list=33%, signal=47%"
TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 75%6782315	TRNA MODIFICATION IN THE NUCLEUS AND CYTOSOL%REACTOME DATABASE ID RELEASE 75%6782315		37	-0.41703436	-0.94010663	0.65731466	0.86682	1	5463	"tags=41%, list=43%, signal=71%"
RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009156	RIBONUCLEOSIDE MONOPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0009156		51	-0.4087231	-0.9400006	0.6856857	0.86688626	1	4208	"tags=35%, list=33%, signal=53%"
SLEEP REGULATION%WIKIPATHWAYS_20210210%WP3591%HOMO SAPIENS	SLEEP REGULATION%WIKIPATHWAYS_20210210%WP3591%HOMO SAPIENS		15	-0.46309957	-0.93995166	0.6091003	0.8667878	1	302	"tags=7%, list=2%, signal=7%"
REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129	REGULATION OF T CELL PROLIFERATION%GOBP%GO:0042129		80	-0.40100595	-0.93974775	0.696	0.86713064	1	4453	"tags=40%, list=35%, signal=61%"
SYNAPTIC VESICLE TRANSPORT%GOBP%GO:0048489	SYNAPTIC VESICLE TRANSPORT%GOBP%GO:0048489		45	-0.412794	-0.9396062	0.67101306	0.8673179	1	5333	"tags=53%, list=42%, signal=92%"
LYMPHOCYTE MIGRATION%GOBP%GO:0072676	LYMPHOCYTE MIGRATION%GOBP%GO:0072676		29	-0.42197588	-0.9395907	0.6495468	0.8671203	1	4315	"tags=48%, list=34%, signal=73%"
REGULATION OF SPINDLE ASSEMBLY%GOBP%GO:0090169	REGULATION OF SPINDLE ASSEMBLY%GOBP%GO:0090169		23	-0.43394	-0.93948877	0.62689584	0.86717254	1	4417	"tags=43%, list=35%, signal=66%"
PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME DATABASE ID RELEASE 75%71406	PYRUVATE METABOLISM AND CITRIC ACID (TCA) CYCLE%REACTOME DATABASE ID RELEASE 75%71406		50	-0.40893507	-0.9392852	0.6826827	0.8675382	1	1457	"tags=14%, list=11%, signal=16%"
TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.1	TRANSLESION SYNTHESIS BY POLI%REACTOME%R-HSA-5656121.1		17	-0.45021248	-0.9392605	0.62396693	0.8673753	1	3364	"tags=47%, list=26%, signal=64%"
RESPONSE TO STEROL%GOBP%GO:0036314	RESPONSE TO STEROL%GOBP%GO:0036314		20	-0.43880427	-0.93899775	0.6378433	0.86787015	1	4929	"tags=45%, list=39%, signal=73%"
CITRIC ACID CYCLE (TCA CYCLE)%REACTOME DATABASE ID RELEASE 75%71403	CITRIC ACID CYCLE (TCA CYCLE)%REACTOME DATABASE ID RELEASE 75%71403		22	-0.43638673	-0.93783677	0.6413374	0.8709255	1	5194	"tags=50%, list=41%, signal=84%"
MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 75%68882	MITOTIC ANAPHASE%REACTOME DATABASE ID RELEASE 75%68882		190	-0.38691124	-0.937644	0.758	0.8712497	1	4173	"tags=32%, list=33%, signal=47%"
COENZYME BIOSYNTHETIC PROCESS%GOBP%GO:0009108	COENZYME BIOSYNTHETIC PROCESS%GOBP%GO:0009108		109	-0.39455748	-0.9376409	0.7167167	0.87101877	1	4642	"tags=37%, list=36%, signal=57%"
G ALPHA (S) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 75%418555	G ALPHA (S) SIGNALLING EVENTS%REACTOME DATABASE ID RELEASE 75%418555		68	-0.4070159	-0.9375266	0.7017017	0.8711058	1	4255	"tags=32%, list=33%, signal=48%"
GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503	GLYCEROLIPID CATABOLIC PROCESS%GOBP%GO:0046503		34	-0.42397195	-0.9375011	0.66129035	0.87093264	1	56	"tags=6%, list=0%, signal=6%"
PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY	PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY%MSIGDB_C2%PID_P38_ALPHA_BETA_DOWNSTREAM_PATHWAY		23	-0.43331772	-0.9374725	0.6433637	0.87077105	1	4674	"tags=57%, list=37%, signal=89%"
RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390	RIBOSE PHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0046390		110	-0.39207014	-0.9369873	0.702	0.87191135	1	5453	"tags=46%, list=43%, signal=80%"
POLYOL BIOSYNTHETIC PROCESS%GOBP%GO:0046173	POLYOL BIOSYNTHETIC PROCESS%GOBP%GO:0046173		28	-0.43030393	-0.93648446	0.66633064	0.8731194	1	4929	"tags=46%, list=39%, signal=76%"
POSITIVE REGULATION OF PROTEIN IMPORT%GOBP%GO:1904591	POSITIVE REGULATION OF PROTEIN IMPORT%GOBP%GO:1904591		26	-0.4250462	-0.93608904	0.65090543	0.8740086	1	2098	"tags=23%, list=16%, signal=28%"
NUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0033866	NUCLEOSIDE BISPHOSPHATE BIOSYNTHETIC PROCESS%GOBP%GO:0033866		46	-0.4152312	-0.9360885	0.6496496	0.8737688	1	5309	"tags=50%, list=42%, signal=86%"
CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968	CELLULAR DEFENSE RESPONSE%GOBP%GO:0006968		37	-0.41599455	-0.93554604	0.6539619	0.8750781	1	4169	"tags=30%, list=33%, signal=44%"
PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522	PURINE-CONTAINING COMPOUND BIOSYNTHETIC PROCESS%GOBP%GO:0072522		117	-0.39265478	-0.9355164	0.726	0.8749288	1	5384	"tags=46%, list=42%, signal=79%"
NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915	NEURAL TUBE DEVELOPMENT%GOBP%GO:0021915		33	-0.4191243	-0.935502	0.6639758	0.8747269	1	4402	"tags=39%, list=35%, signal=60%"
CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME%R-HSA-8856828.3	CLATHRIN-MEDIATED ENDOCYTOSIS%REACTOME%R-HSA-8856828.3		114	-0.39301035	-0.93540245	0.723	0.8747686	1	3779	"tags=34%, list=30%, signal=48%"
REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605	REGULATION OF CENTROSOME CYCLE%GOBP%GO:0046605		43	-0.41209656	-0.9349558	0.6706707	0.8757969	1	4173	"tags=37%, list=33%, signal=55%"
GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.3	GOLGI ASSOCIATED VESICLE BIOGENESIS%REACTOME%R-HSA-432722.3		49	-0.40930197	-0.93448853	0.691	0.87688947	1	4745	"tags=49%, list=37%, signal=78%"
GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.1	GAP-FILLING DNA REPAIR SYNTHESIS AND LIGATION IN TC-NER%REACTOME%R-HSA-6782210.1		64	-0.40183738	-0.9344102	0.693	0.8768592	1	3863	"tags=31%, list=30%, signal=45%"
MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002	MITOCHONDRIAL GENOME MAINTENANCE%GOBP%GO:0000002		19	-0.43916756	-0.9342798	0.6336735	0.8769922	1	1210	"tags=16%, list=10%, signal=17%"
NEGATIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050858	NEGATIVE REGULATION OF ANTIGEN RECEPTOR-MEDIATED SIGNALING PATHWAY%GOBP%GO:0050858		24	-0.42998168	-0.93403906	0.64658636	0.87744653	1	5098	"tags=46%, list=40%, signal=76%"
NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032088	NEGATIVE REGULATION OF NF-KAPPAB TRANSCRIPTION FACTOR ACTIVITY%GOBP%GO:0032088		63	-0.40448868	-0.9336835	0.7	0.87820554	1	4986	"tags=40%, list=39%, signal=65%"
MITOTIC METAPHASE AND ANAPHASE%REACTOME%R-HSA-2555396.2	MITOTIC METAPHASE AND ANAPHASE%REACTOME%R-HSA-2555396.2		191	-0.3854742	-0.93365675	0.787	0.8780408	1	4173	"tags=32%, list=33%, signal=47%"
POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727	POSITIVE REGULATION OF TRANSLATION%GOBP%GO:0045727		94	-0.3944706	-0.9335794	0.729	0.8780161	1	4833	"tags=41%, list=38%, signal=66%"
FATTY ACID METABOLISM%REACTOME%R-HSA-8978868.5	FATTY ACID METABOLISM%REACTOME%R-HSA-8978868.5		118	-0.39407566	-0.9331172	0.78	0.87907004	1	5364	"tags=46%, list=42%, signal=78%"
HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS	HALLMARK_APOPTOSIS%MSIGDB_C2%HALLMARK_APOPTOSIS		94	-0.3929245	-0.93271965	0.723	0.879927	1	2882	"tags=22%, list=23%, signal=29%"
ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456	ICOSANOID BIOSYNTHETIC PROCESS%GOBP%GO:0046456		25	-0.42727274	-0.9326614	0.65050507	0.8798455	1	5439	"tags=56%, list=43%, signal=98%"
REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651	REGULATION OF INTERLEUKIN-1 BETA PRODUCTION%GOBP%GO:0032651		57	-0.40565696	-0.93253154	0.703	0.879971	1	3067	"tags=28%, list=24%, signal=37%"
MACROPHAGE ACTIVATION%GOBP%GO:0042116	MACROPHAGE ACTIVATION%GOBP%GO:0042116		27	-0.42440096	-0.9324987	0.6344411	0.87982196	1	748	"tags=15%, list=6%, signal=16%"
TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:0010833	TELOMERE MAINTENANCE VIA TELOMERE LENGTHENING%GOBP%GO:0010833		30	-0.42073846	-0.93240917	0.6559356	0.8798291	1	4777	"tags=47%, list=38%, signal=75%"
NUCLEOTIDE EXCISION REPAIR%REACTOME%R-HSA-5696398.2	NUCLEOTIDE EXCISION REPAIR%REACTOME%R-HSA-5696398.2		109	-0.39373708	-0.9322766	0.733	0.8799427	1	3867	"tags=30%, list=30%, signal=43%"
POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887	POSITIVE REGULATION OF HORMONE SECRETION%GOBP%GO:0046887		29	-0.41965368	-0.93210214	0.664995	0.8801969	1	3759	"tags=28%, list=30%, signal=39%"
NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112	NUCLEOBASE METABOLIC PROCESS%GOBP%GO:0009112		19	-0.43390536	-0.93184364	0.63130796	0.88067514	1	6414	"tags=63%, list=50%, signal=127%"
REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304	REGULATION OF FATTY ACID BIOSYNTHETIC PROCESS%GOBP%GO:0042304		27	-0.42305514	-0.9317324	0.6565962	0.88074356	1	4642	"tags=41%, list=36%, signal=64%"
DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME DATABASE ID RELEASE 75%5619115	DISORDERS OF TRANSMEMBRANE TRANSPORTERS%REACTOME DATABASE ID RELEASE 75%5619115		127	-0.3907691	-0.93129396	0.763	0.88171667	1	4292	"tags=35%, list=34%, signal=53%"
NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1903170	NEGATIVE REGULATION OF CALCIUM ION TRANSMEMBRANE TRANSPORT%GOBP%GO:1903170		22	-0.4329145	-0.93094254	0.6545086	0.8824317	1	4151	"tags=41%, list=33%, signal=61%"
REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241	REGULATION OF REPRODUCTIVE PROCESS%GOBP%GO:2000241		36	-0.4127659	-0.93090755	0.6770624	0.88228756	1	4239	"tags=36%, list=33%, signal=54%"
RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260	RIBONUCLEOTIDE BIOSYNTHETIC PROCESS%GOBP%GO:0009260		104	-0.3933602	-0.9307948	0.741	0.88235974	1	5453	"tags=46%, list=43%, signal=80%"
AMINO ACID METABOLISM%WIKIPATHWAYS_20210210%WP3925%HOMO SAPIENS	AMINO ACID METABOLISM%WIKIPATHWAYS_20210210%WP3925%HOMO SAPIENS		40	-0.40506986	-0.93066853	0.6836837	0.8824707	1	6575	"tags=70%, list=52%, signal=144%"
POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001235	POSITIVE REGULATION OF APOPTOTIC SIGNALING PATHWAY%GOBP%GO:2001235		96	-0.3950607	-0.9306234	0.74	0.8823529	1	3244	"tags=27%, list=26%, signal=36%"
MICROGLIAL CELL ACTIVATION%GOBP%GO:0001774	MICROGLIAL CELL ACTIVATION%GOBP%GO:0001774		15	-0.4453739	-0.9305546	0.6237219	0.88229656	1	1629	"tags=20%, list=13%, signal=23%"
ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884	ANTIGEN PROCESSING AND PRESENTATION OF EXOGENOUS ANTIGEN%GOBP%GO:0019884		140	-0.3884353	-0.930446	0.757	0.8823561	1	3959	"tags=30%, list=31%, signal=43%"
NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832	NEGATIVE REGULATION OF RESPONSE TO BIOTIC STIMULUS%GOBP%GO:0002832		30	-0.4181275	-0.93007064	0.66633165	0.8831633	1	5096	"tags=43%, list=40%, signal=72%"
REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902108	REGULATION OF MITOCHONDRIAL MEMBRANE PERMEABILITY INVOLVED IN APOPTOTIC PROCESS%GOBP%GO:1902108		17	-0.43492314	-0.9299414	0.63097715	0.8832857	1	3142	"tags=24%, list=25%, signal=31%"
PCP CE PATHWAY%REACTOME%R-HSA-4086400.2	PCP CE PATHWAY%REACTOME%R-HSA-4086400.2		75	-0.39393863	-0.9299074	0.706	0.88312656	1	3959	"tags=31%, list=31%, signal=44%"
FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062	FATTY ACID CATABOLIC PROCESS%GOBP%GO:0009062		74	-0.3980992	-0.92988646	0.724	0.88294375	1	5409	"tags=46%, list=43%, signal=79%"
NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250	NEGATIVE REGULATION OF LYMPHOCYTE ACTIVATION%GOBP%GO:0051250		73	-0.39535204	-0.9295852	0.714	0.8835425	1	4970	"tags=44%, list=39%, signal=72%"
DNA REPLICATION%PANTHER PATHWAY%P00017	DNA REPLICATION%PANTHER PATHWAY%P00017		18	-0.4356281	-0.92952114	0.6413934	0.88347715	1	3364	"tags=28%, list=26%, signal=38%"
REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 75%977606	REGULATION OF COMPLEMENT CASCADE%REACTOME DATABASE ID RELEASE 75%977606		20	-0.4356026	-0.9294639	0.65404296	0.88338006	1	6813	"tags=70%, list=54%, signal=151%"
NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009132	NUCLEOSIDE DIPHOSPHATE METABOLIC PROCESS%GOBP%GO:0009132		45	-0.40693015	-0.9291981	0.69138277	0.8838626	1	4208	"tags=38%, list=33%, signal=56%"
REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677	REGULATION OF INTERLEUKIN-8 PRODUCTION%GOBP%GO:0032677		61	-0.39724195	-0.9291684	0.7097097	0.8836978	1	4453	"tags=34%, list=35%, signal=53%"
CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508	CENTROMERE COMPLEX ASSEMBLY%GOBP%GO:0034508		26	-0.4234252	-0.9285956	0.6586103	0.8850013	1	5092	"tags=35%, list=40%, signal=58%"
EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115	EXPORT ACROSS PLASMA MEMBRANE%GOBP%GO:0140115		18	-0.43877682	-0.9285828	0.6521298	0.8847971	1	3567	"tags=33%, list=28%, signal=46%"
RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986	RESPONSE TO UNFOLDED PROTEIN%GOBP%GO:0006986		114	-0.3895229	-0.9279478	0.74	0.8862892	1	3445	"tags=27%, list=27%, signal=37%"
REGULATION OF HISTONE DEACETYLATION%GOBP%GO:0031063	REGULATION OF HISTONE DEACETYLATION%GOBP%GO:0031063		15	-0.44624272	-0.92768645	0.63871634	0.88676065	1	4104	"tags=33%, list=32%, signal=49%"
NEGATIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031348	NEGATIVE REGULATION OF DEFENSE RESPONSE%GOBP%GO:0031348		175	-0.38509777	-0.9276858	0.81	0.8865217	1	4255	"tags=33%, list=33%, signal=48%"
POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711	POSITIVE REGULATION OF T CELL MEDIATED IMMUNITY%GOBP%GO:0002711		28	-0.423998	-0.9276614	0.6673367	0.88634104	1	2766	"tags=32%, list=22%, signal=41%"
POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046889	POSITIVE REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046889		51	-0.4034977	-0.9270458	0.7134268	0.8877716	1	5554	"tags=49%, list=44%, signal=87%"
BETA2 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04378	BETA2 ADRENERGIC RECEPTOR SIGNALING PATHWAY%PANTHER PATHWAY%P04378		17	-0.43966213	-0.9270457	0.64358455	0.8875318	1	5488	"tags=59%, list=43%, signal=103%"
NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423	NUCLEOTIDE-BINDING OLIGOMERIZATION DOMAIN CONTAINING SIGNALING PATHWAY%GOBP%GO:0070423		25	-0.42640075	-0.927021	0.6707193	0.887353	1	3281	"tags=40%, list=26%, signal=54%"
CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242	CELLULAR LIPID CATABOLIC PROCESS%GOBP%GO:0044242		133	-0.38703287	-0.9267659	0.783	0.8877883	1	5756	"tags=47%, list=45%, signal=84%"
NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100	NEGATIVE REGULATION OF BINDING%GOBP%GO:0051100		92	-0.3929608	-0.9267534	0.738	0.88757634	1	2402	"tags=24%, list=19%, signal=29%"
POSITIVE REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045600	POSITIVE REGULATION OF FAT CELL DIFFERENTIATION%GOBP%GO:0045600		30	-0.41897297	-0.92673624	0.67168677	0.887384	1	1277	"tags=20%, list=10%, signal=22%"
UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING	UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING%PATHWAY INTERACTION DATABASE NCI-NATURE CURATED DATA%UROKINASE-TYPE PLASMINOGEN ACTIVATOR (UPA) AND UPAR-MEDIATED SIGNALING		24	-0.42314222	-0.9264627	0.65252525	0.8878573	1	4813	"tags=42%, list=38%, signal=67%"
MACROAUTOPHAGY%GOBP%GO:0016236	MACROAUTOPHAGY%GOBP%GO:0016236		164	-0.38452432	-0.9264376	0.789	0.8876897	1	4280	"tags=37%, list=34%, signal=54%"
VITAMIN D RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2877%HOMO SAPIENS	VITAMIN D RECEPTOR PATHWAY%WIKIPATHWAYS_20210210%WP2877%HOMO SAPIENS		78	-0.39521918	-0.926245	0.742	0.887954	1	1723	"tags=19%, list=14%, signal=22%"
HALLMARK_XENOBIOTIC_METABOLISM%MSIGDB_C2%HALLMARK_XENOBIOTIC_METABOLISM	HALLMARK_XENOBIOTIC_METABOLISM%MSIGDB_C2%HALLMARK_XENOBIOTIC_METABOLISM		91	-0.39106214	-0.9262114	0.742	0.8878029	1	4217	"tags=32%, list=33%, signal=47%"
STEROL HOMEOSTASIS%GOBP%GO:0055092	STEROL HOMEOSTASIS%GOBP%GO:0055092		41	-0.4041717	-0.9262028	0.68405217	0.88758326	1	3491	"tags=27%, list=27%, signal=37%"
NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818	NEGATIVE REGULATION OF CYTOKINE PRODUCTION%GOBP%GO:0001818		168	-0.38148585	-0.92604196	0.788	0.88778704	1	5098	"tags=43%, list=40%, signal=71%"
EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913	EPIDERMAL CELL DIFFERENTIATION%GOBP%GO:0009913		50	-0.40563795	-0.9258389	0.7184369	0.88810813	1	4874	"tags=42%, list=38%, signal=68%"
INTERLEUKIN-12 SIGNALING%REACTOME%R-HSA-9020591.1	INTERLEUKIN-12 SIGNALING%REACTOME%R-HSA-9020591.1		40	-0.40928584	-0.9255317	0.69608825	0.8887164	1	2419	"tags=20%, list=19%, signal=25%"
TRANSCRIPTION INITIATION FROM RNA POLYMERASE I PROMOTER%GOBP%GO:0006361	TRANSCRIPTION INITIATION FROM RNA POLYMERASE I PROMOTER%GOBP%GO:0006361		28	-0.4147524	-0.92535776	0.6710262	0.8889395	1	4874	"tags=39%, list=38%, signal=64%"
REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359	REGULATION OF TRANSCRIPTION BY RNA POLYMERASE III%GOBP%GO:0006359		18	-0.43983677	-0.92532134	0.64627934	0.8887933	1	3435	"tags=39%, list=27%, signal=53%"
FERTILIZATION%GOBP%GO:0009566	FERTILIZATION%GOBP%GO:0009566		39	-0.41094792	-0.9252077	0.6926927	0.8888701	1	4682	"tags=41%, list=37%, signal=65%"
REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0090329	REGULATION OF DNA-DEPENDENT DNA REPLICATION%GOBP%GO:0090329		37	-0.4108236	-0.92519796	0.7035176	0.88864803	1	4687	"tags=43%, list=37%, signal=68%"
PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931	PIGMENT CELL DIFFERENTIATION%GOBP%GO:0050931		15	-0.44718948	-0.9251375	0.64928424	0.8885747	1	6073	"tags=60%, list=48%, signal=115%"
PHENOL-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0018958	PHENOL-CONTAINING COMPOUND METABOLIC PROCESS%GOBP%GO:0018958		17	-0.44310504	-0.9249307	0.6557377	0.88887095	1	6415	"tags=71%, list=50%, signal=142%"
NEGATIVE REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902883	NEGATIVE REGULATION OF RESPONSE TO OXIDATIVE STRESS%GOBP%GO:1902883		25	-0.42402282	-0.92491174	0.6750503	0.88868743	1	3869	"tags=36%, list=30%, signal=52%"
"DNA-TEMPLATED TRANSCRIPTION, TERMINATION%GOBP%GO:0006353"	"DNA-TEMPLATED TRANSCRIPTION, TERMINATION%GOBP%GO:0006353"		64	-0.39871275	-0.924728	0.708	0.888959	1	5373	"tags=38%, list=42%, signal=65%"
ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD%GOBP%GO:0043153	ENTRAINMENT OF CIRCADIAN CLOCK BY PHOTOPERIOD%GOBP%GO:0043153		22	-0.42728686	-0.92463356	0.6690212	0.88897836	1	5676	"tags=55%, list=45%, signal=98%"
SKIN DEVELOPMENT%GOBP%GO:0043588	SKIN DEVELOPMENT%GOBP%GO:0043588		58	-0.40131074	-0.92461085	0.715	0.8887966	1	4640	"tags=38%, list=36%, signal=59%"
POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728	POSITIVE REGULATION OF INTERFERON-BETA PRODUCTION%GOBP%GO:0032728		32	-0.41813508	-0.92458063	0.6710262	0.88863957	1	2865	"tags=31%, list=23%, signal=40%"
ARACHIDONIC ACID METABOLISM%REACTOME%R-HSA-2142753.5	ARACHIDONIC ACID METABOLISM%REACTOME%R-HSA-2142753.5		33	-0.411642	-0.9244336	0.6636455	0.88879764	1	4642	"tags=45%, list=36%, signal=71%"
PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494	PHOTORECEPTOR CELL MAINTENANCE%GOBP%GO:0045494		16	-0.44003928	-0.9244046	0.6397959	0.8886345	1	3192	"tags=31%, list=25%, signal=42%"
REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890	REGULATION OF LIPID BIOSYNTHETIC PROCESS%GOBP%GO:0046890		93	-0.39335427	-0.92416495	0.765	0.8890368	1	5769	"tags=51%, list=45%, signal=92%"
PROTEIN DEPOLYMERIZATION%GOBP%GO:0051261	PROTEIN DEPOLYMERIZATION%GOBP%GO:0051261		27	-0.4155648	-0.9241045	0.6717019	0.8889563	1	1671	"tags=15%, list=13%, signal=17%"
